year_month,survey_organization,approve_percent,disapprove_percent
2016-03,Morning Consult,46.0,49.0
2016-03,NBC/SurveyMonkey,51.0,48.0
2016-03,NBC/WSJ,49.0,46.0
2016-03,PPP (D),47.5,45.0
2016-03,Pew,51.0,44.0
2016-03,Quinnipiac,46.5,49.0
2016-03,Rasmussen,50.0,50.0
2016-03,YouGov/Economist,47.5,48.5
2016-04,ARG,45.0,50.5
2016-04,CBS,45.0,43.0
2016-04,CNN,51.0,46.0
2016-04,FOX,49.0,47.0
2016-04,GWU/Battleground,51.0,46.0
2016-04,Gallup,50.0,46.0
2016-04,IBD/TIPP,49.0,42.5
2016-04,Ipsos/Reuters,44.0,51.0
2016-04,Morning Consult,44.0,51.5
2016-04,NBC/SurveyMonkey,50.5,49.5
2016-04,NBC/WSJ,49.0,48.0
2016-04,Pew,48.0,47.0
2016-04,Rasmussen,50.0,49.0
2016-04,Suffolk/USA Today,44.5,45.0
2016-04,YouGov/Economist,43.5,51.0
2016-05,ABC/Post,51.0,46.0
2016-05,CBS/Times,46.0,45.0
2016-05,FOX,48.0,49.0
2016-05,Gallup,51.0,44.0
2016-05,IBD/TIPP,48.0,43.0
2016-05,Ipsos/Reuters,45.0,50.5
2016-05,McLaughlin (R),49.5,48.0
2016-05,Morning Consult,45.0,49.0
2016-05,NBC/SurveyMonkey,51.0,49.0
2016-05,NBC/WSJ,51.0,46.0
2016-05,PPP (D),45.0,49.5
2016-05,Quinnipiac,46.5,50.5
2016-05,Rasmussen,50.0,49.0
2016-05,YouGov/Economist,46.0,48.0
2016-06,ABC/Post,53.0,43.0
2016-06,Bloomberg/Selzer,53.0,42.0
2016-06,CBS,51.0,41.5
2016-06,CNN,50.5,46.5
2016-06,FOX,47.5,47.5
2016-06,Gallup,51.0,44.0
2016-06,Gravis Marketing/OANN,47.5,46.5
2016-06,Ipsos/Reuters,43.5,51.5
2016-06,Monmouth University,47.5,46.5
2016-06,Morning Consult,44.5,50.0
2016-06,NBC/SurveyMonkey,51.0,48.0
2016-06,NBC/WSJ,51.0,45.0
2016-06,PPP (D),44.5,45.5
2016-06,Pew,50.0,44.0
2016-06,Quinnipiac,47.5,48.5
2016-06,Rasmussen,50.0,49.0
2016-06,Suffolk/USA Today,47.5,48.5
2016-06,YouGov/Economist,46.0,48.0
2016-07,ABC/Post,56.0,42.0
2016-07,ARG,48.0,47.0
2016-07,CNN,54.0,45.0
2016-07,FOX,47.5,48.5
2016-07,Franklin Pierce/RKM/Boston Herald,53.5,45.0
2016-07,Gallup,50.5,45.5
2016-07,Gravis Marketing/OANN,47.0,47.0
2016-07,IBD/TIPP,51.5,39.5
2016-07,ICITIZEN,52.0,48.0
2016-07,Ipsos/Reuters,44.5,49.0
2016-07,McClatchy/Marist,50.5,44.0
2016-07,Monmouth University,47.0,47.5
2016-07,Morning Consult,43.5,51.5
2016-07,NBC/SurveyMonkey,49.0,50.0
2016-07,NBC/WSJ,52.0,44.0
2016-07,PPP (D),46.5,48.5
2016-07,Rasmussen,49.0,50.0
2016-07,YouGov/Economist,44.0,47.0
2016-08,ABC/Post,55.0,42.0
2016-08,ARG,46.0,50.0
2016-08,Bloomberg/Selzer,50.0,44.0
2016-08,FOX,51.0,45.5
2016-08,GWU/Battleground,50.0,47.0
2016-08,Gallup,51.0,44.0
2016-08,IBD/TIPP,48.0,44.5
2016-08,Ipsos/Reuters,42.0,51.0
2016-08,McClatchy/Marist,49.5,42.0
2016-08,Monmouth University,56.0,40.0
2016-08,Morning Consult,46.0,49.0
2016-08,NBC/SurveyMonkey,52.0,48.0
2016-08,"Normington, Petts & Associates (D-End Citizens United)",51.0,45.0
2016-08,PPP (D),48.0,48.5
2016-08,Pew,53.0,42.0
2016-08,Quinnipiac,53.0,44.0
2016-08,Rasmussen,50.0,49.0
2016-08,Suffolk/USA Today,50.0,43.0
2016-08,YouGov/Economist,50.0,45.5
2016-09,ABC/Post,56.5,40.5
2016-09,AP-GFK (Web),51.0,49.0
2016-09,ARG,48.0,46.0
2016-09,Bloomberg/Selzer,49.0,48.0
2016-09,CNN,53.0,46.0
2016-09,FOX,48.5,47.0
2016-09,Franklin Pierce/RKM/Boston Herald,49.0,48.0
2016-09,Gallup,52.0,44.0
2016-09,Ipsos/Reuters,43.5,49.5
2016-09,McClatchy/Marist,51.5,42.5
2016-09,Monmouth University,53.0,43.0
2016-09,Morning Consult,46.0,50.0
2016-09,Morning Consult/Politico,45.0,51.0
2016-09,NBC/SurveyMonkey,52.0,47.0
2016-09,NBC/WSJ,52.0,45.0
2016-09,PPP (D),46.0,49.0
2016-09,Public Religion Research Institute ,53.0,46.0
2016-09,Quinnipiac,47.0,49.5
2016-09,Rasmussen,50.0,49.0
2016-09,Saint Leo University,51.0,48.0
2016-09,YouGov/Economist,47.5,48.0
2016-10,AP-GFK (Web),55.0,45.0
2016-10,Bloomberg/Selzer,51.0,44.0
2016-10,CNN,54.0,44.0
2016-10,Centre College,50.0,44.0
2016-10,FOX,51.0,45.5
2016-10,GQR (D-Democracy Corps),57.0,42.0
2016-10,GWU/Battleground,51.5,44.5
2016-10,Gallup,53.5,43.0
2016-10,Gravis Marketing/OANN,48.0,47.0
2016-10,Ipsos/Reuters,44.5,49.5
2016-10,NBC/SurveyMonkey,52.5,47.0
2016-10,NBC/WSJ,53.0,44.0
2016-10,Pew,54.0,42.0
2016-10,Politico/Morning Consult,46.5,49.0
2016-10,Rasmussen,52.0,46.0
2016-10,Saint Leo University,55.0,44.0
2016-10,Suffolk/USA Today,54.0,41.0
2016-10,YouGov/Economist,46.0,50.5
2016-11,ARG,53.0,42.0
2016-11,Allstate/National Journal,56.0,40.0
2016-11,FOX,48.0,50.0
2016-11,GWU/Battleground,51.0,41.0
2016-11,Gallup,56.0,41.0
2016-11,Ipsos/Reuters,49.0,46.0
2016-11,McClatchy/Marist,49.5,45.5
2016-11,NBC/WSJ,53.0,44.0
2016-11,Pew,58.0,37.0
2016-11,Politico/Morning Consult,50.0,46.0
2016-11,Quinnipiac,50.0,41.5
2016-11,Rasmussen,54.0,44.5
2016-11,Washington Post/GMU,56.0,40.0
2016-11,YouGov/Economist,48.0,42.5
2016-11,Zogby,47.0,51.0
2016-12,ARG,53.0,42.0
2016-12,Bloomberg/Selzer,54.0,42.0
2016-12,CBS,56.0,34.5
2016-12,FOX,49.0,42.5
2016-12,Gallup,56.0,40.0
2016-12,Ipsos/Reuters,52.5,43.5
2016-12,McClatchy/Marist,54.0,43.0
2016-12,NBC/WSJ,52.0,42.0
2016-12,PPP (D),45.0,47.0
2016-12,Politico/Morning Consult,51.0,44.5
2016-12,Rasmussen,56.0,43.0
2016-12,Suffolk/USA Today,52.5,41.0
2016-12,YouGov/Economist,45.5,43.0
2017-01,ABC/Post,60.0,38.0
2017-01,ARG,54.0,40.0
2017-01,CNN,59.5,39.5
2017-01,FOX,56.0,38.0
2017-01,Gallup,57.0,40.0
2017-01,Ipsos/Reuters,51.0,44.5
2017-01,Monmouth University,56.5,37.0
2017-01,NBC/WSJ,56.0,40.0
2017-01,Pew,55.0,40.0
2017-01,Politico/Morning Consult,50.0,45.5
2017-01,Quinnipiac,55.0,39.0
2017-01,Rasmussen,60.0,39.0
2017-01,SurveyMonkey,62.0,37.5
2017-01,YouGov/Economist,47.0,42.0
2017-01,Zogby,50.0,48.0
