year_month,survey_organization,approve_percent,disapprove_percent
2011-02,Generated Data,40,55.5
2011-02,Zogby (Internet),45.5,54
2011-02,Generated Data,54.3,40.7
2011-02,Generated Data,48,47.5
2011-02,Generated Data,43.9,47.6
2011-02,Generated Data,38.9,55.6
2011-02,Generated Data,43.4,50.6
2011-02,Generated Data,40.7,58.8
2011-02,Generated Data,44.6,49.4
2011-02,Generated Data,43.8,47.7
2011-02,Generated Data,54.9,39.1
2011-02,Generated Data,50.2,45.3
2011-02,Generated Data,51.9,43.6
2011-02,Generated Data,47.7,46.3
2011-02,Generated Data,48.5,42.5
2011-02,Generated Data,39.4,52.1
2011-02,Generated Data,45.4,50.1
2011-02,Generated Data,45.5,45.5
2011-02,Generated Data,54.1,39.9
2011-02,Generated Data,51,34
2011-02,Generated Data,43.2,48.3
2011-02,Generated Data,56.2,37.8
2011-02,Generated Data,49.4,50.1
2011-02,Generated Data,58.7,35.3
2011-02,YouGov/Economist,43.5,49
2011-02,Generated Data,42,50.5
2011-02,Generated Data,52.7,41.3
2011-02,Generated Data,43.4,48.1
2011-02,Generated Data,49,42.5
2011-02,Generated Data,54.2,36.8
2011-02,Generated Data,43.1,50.9
2011-02,Generated Data,30.5,69
2011-02,Generated Data,45.1,45.9
2011-02,Generated Data,42.6,51.4
2011-02,Generated Data,48.7,45.3
2011-02,Generated Data,50.5,43.5
2011-02,Generated Data,48.5,42.5
2011-02,Generated Data,51.8,42.2
2011-02,Generated Data,56.7,38.3
2011-02,Generated Data,56.1,36.4
2011-02,Generated Data,36.6,54.4
2011-02,Generated Data,45.2,50.3
2011-02,Generated Data,45,47.5
2011-02,Generated Data,44.9,54.6
2011-02,Generated Data,47.2,52.3
2011-02,Generated Data,47.3,46.7
2011-02,Generated Data,55.4,39.6
2011-02,Generated Data,57.2,38.3
2011-02,Generated Data,43.6,47.4
2011-02,Generated Data,47.1,46.9
2011-02,Generated Data,45.7,45.3
2011-02,Generated Data,45.9,49.6
2011-02,Generated Data,49.8,44.7
2011-02,Generated Data,46.6,44.4
2011-02,Generated Data,39,55
2011-02,Generated Data,47.9,47.1
2011-02,Generated Data,47.6,46.4
2011-02,Generated Data,55.8,43.7
2011-02,Generated Data,42.1,57.4
2011-02,Generated Data,46.1,49.4
2011-02,Generated Data,49.2,44.8
2011-02,Generated Data,49.2,45.8
2011-02,Generated Data,40.7,53.8
2011-02,Generated Data,45.8,48.7
2011-02,Generated Data,54.8,44.7
2011-02,Generated Data,48.1,45.9
2011-02,Generated Data,41.8,49.7
2011-02,Generated Data,49,42
2011-02,Generated Data,45.8,49.7
2011-02,Generated Data,41.6,50.9
2011-02,Generated Data,40.5,44.5
2011-02,Generated Data,47,48.5
2011-02,Generated Data,43.6,48.9
2011-02,Generated Data,43.2,47.8
2011-02,Generated Data,53,39.5
2011-02,Generated Data,42.5,57
2011-02,Generated Data,52.4,42.6
2011-02,Generated Data,51.5,43.5
2011-02,Generated Data,48.4,45.6
2011-02,Generated Data,49.5,44.5
2011-02,Generated Data,47.6,46.4
2011-02,Generated Data,58.3,35.7
2011-02,Generated Data,44.8,50.7
2011-02,Generated Data,48.9,46.1
2011-02,Generated Data,49.1,43.4
2011-02,Generated Data,46.9,44.1
2011-02,Generated Data,52.4,38.6
2011-02,Generated Data,49.3,41.7
2011-02,Generated Data,47.8,51.7
2011-02,Generated Data,44.5,50
2011-02,Generated Data,46.5,46
2011-02,Generated Data,52.5,47
2011-03,Generated Data,42.7,36.3
2011-03,Generated Data,34.3,60.2
2011-03,Generated Data,48.3,44.7
2011-03,Generated Data,49.3,44.7
2011-03,Generated Data,41.5,50
2011-03,Generated Data,42.8,49.2
2011-03,Generated Data,49.1,38.4
2011-03,Generated Data,49.5,46.5
2011-03,Generated Data,43.5,47.5
2011-03,Generated Data,32.1,59.9
2011-03,Generated Data,38.3,52.7
2011-03,Generated Data,38.7,54.3
2011-03,Generated Data,36.2,59.3
2011-03,Generated Data,52.7,45.3
2011-03,Generated Data,45.7,53.8
2011-03,Generated Data,50.7,43.3
2011-03,Generated Data,45.1,46.9
2011-03,Generated Data,41.1,54.4
2011-03,Generated Data,36.2,56.3
2011-03,Generated Data,34.2,65.3
2011-03,Generated Data,42,50
2011-03,Generated Data,40.6,38.4
2011-03,Generated Data,49.3,41.7
2011-03,Generated Data,45.9,50.1
2011-03,Generated Data,50.7,45.3
2011-03,Generated Data,44.3,34.7
2011-03,Generated Data,38.8,55.2
2011-03,Generated Data,52.5,40
2011-03,Generated Data,50.5,45
2011-03,Generated Data,41.8,57.2
2011-03,Generated Data,42.3,57.2
2011-03,Generated Data,43.7,49.8
2011-03,Generated Data,47.2,31.8
2011-03,Generated Data,39.1,56.4
2011-03,Generated Data,40.4,54.1
2011-03,Generated Data,51.1,47.9
2011-03,Generated Data,47.7,41.8
2011-03,Generated Data,42.5,56.5
2011-03,Generated Data,60.8,33.2
2011-03,Generated Data,52.5,42
2011-03,Generated Data,52.9,45.1
2011-03,Generated Data,59.1,33.9
2011-03,Generated Data,46.3,43.2
2011-03,Generated Data,45.8,41.7
2011-03,Generated Data,41.8,47.7
2011-03,Generated Data,47.7,48.3
2011-03,Generated Data,52.5,40.5
2011-03,Generated Data,46.1,43.4
2011-03,Generated Data,48.9,45.1
2011-03,Generated Data,46.2,43.3
2011-03,Generated Data,41.4,37.6
2011-03,Generated Data,41.3,51.7
2011-03,Generated Data,41.3,51.7
2011-03,Generated Data,46.2,45.3
2011-03,Generated Data,47,45.5
2011-03,Generated Data,47.4,31.6
2011-03,Generated Data,43.2,35.8
2011-03,Generated Data,43.6,47.4
2011-03,Generated Data,50.6,36.9
2011-03,Generated Data,37.3,57.2
2011-03,Generated Data,48.7,49.3
2011-03,Generated Data,52.4,40.6
2011-03,Generated Data,47.2,46.8
2011-03,Generated Data,44.6,50.9
2011-03,Generated Data,41.5,37.5
2011-03,Generated Data,40.1,51.9
2011-03,Generated Data,48.5,39
2011-03,Generated Data,41.6,51.4
2011-03,Generated Data,48.9,42.1
2011-03,Generated Data,41,51.5
2011-03,Generated Data,38.9,52.1
2011-03,Generated Data,47.2,48.8
2011-03,Generated Data,45.9,49.6
2011-03,Generated Data,41.5,54
2011-03,Generated Data,50.9,40.1
2011-03,Generated Data,44.8,42.7
2011-03,Generated Data,42.3,36.7
2011-03,Generated Data,44.6,34.4
2011-03,Generated Data,42.5,52
2011-03,Generated Data,52.6,43.4
2011-03,Gallup,46,45
2011-03,Generated Data,44.8,48.7
2011-03,Generated Data,47.4,45.6
2011-03,Generated Data,49.8,44.2
2011-03,Generated Data,38,54.5
2011-03,Generated Data,43.5,49.5
2011-03,Generated Data,43.2,50.3
2011-03,Generated Data,48.3,49.7
2011-03,Generated Data,45.2,48.8
2011-03,Generated Data,48.4,41.1
2011-03,Generated Data,45.9,48.1
2011-03,Generated Data,44.5,51
2011-03,Generated Data,52.4,43.6
2011-03,Generated Data,54.3,36.7
2011-03,Generated Data,45.8,46.2
2011-03,Generated Data,46.5,46.5
2011-03,Generated Data,49.6,41.4
2011-03,Generated Data,58.3,29.2
2011-03,Generated Data,49.4,29.6
2011-03,Generated Data,42,45.5
2011-03,Generated Data,41.1,54.9
2011-03,Generated Data,42.4,50.6
2011-03,Generated Data,42.9,56.1
2011-03,Generated Data,57.2,40.8
2011-03,Generated Data,58.5,37.5
2011-03,Generated Data,44,35
2011-03,Generated Data,47.3,45.2
2011-03,Generated Data,36.3,62.7
2011-03,Generated Data,46,47
2011-03,Generated Data,53.4,39.6
2011-03,Generated Data,37,52.5
2011-03,Generated Data,40,51
2011-03,Generated Data,44.9,46.1
2011-03,Generated Data,46,45
2011-03,Generated Data,44,49
2011-03,Generated Data,40.3,38.7
2011-03,Generated Data,47.8,51.7
2011-03,Generated Data,40.5,49
2011-03,Generated Data,53.7,38.3
2011-03,Generated Data,41.6,50.4
2011-03,Generated Data,56.9,39.1
2011-03,Generated Data,36.1,55.4
2011-03,Generated Data,50.1,41.9
2011-03,Generated Data,49.8,44.2
2011-03,Generated Data,38.6,55.4
2011-03,Generated Data,46.2,48.3
2011-03,Generated Data,40.9,50.6
2011-03,Generated Data,41.3,49.7
2011-03,Generated Data,51.3,48.2
2011-03,Generated Data,44.2,54.8
2011-03,Generated Data,54,40
2011-03,Generated Data,45.7,43.8
2011-03,Generated Data,48.4,42.6
2011-03,Generated Data,37.4,54.1
2011-03,CBS,47.5,40
2011-03,Generated Data,46.6,47.9
2011-03,Generated Data,38.9,57.1
2011-03,Generated Data,33.5,56
2011-03,Generated Data,58.5,35.5
2011-03,Generated Data,39.5,56
2011-03,Generated Data,41.4,54.1
2011-03,Zogby (Internet),45,54.5
2011-03,Generated Data,30.9,58.6
2011-03,Generated Data,53.9,40.1
2011-03,Generated Data,39.3,55.2
2011-03,Generated Data,57,39
2011-03,Generated Data,50.2,43.3
2011-03,Generated Data,41.4,57.6
2011-03,Generated Data,47,46.5
2011-03,Generated Data,42.7,52.8
2011-03,Generated Data,55.9,38.1
2011-03,Generated Data,43.7,48.8
2011-03,Generated Data,53.4,44.6
2011-03,Generated Data,41,50.5
2011-03,Generated Data,48.2,45.8
2011-03,Generated Data,51.6,40.4
2011-03,Generated Data,52.9,39.6
2011-03,Generated Data,46.8,32.2
2011-03,Generated Data,38.2,51.3
2011-03,Generated Data,49.9,44.1
2011-03,Generated Data,37.5,56
2011-03,Generated Data,40.6,48.9
2011-03,Generated Data,34.7,60.8
2011-03,Generated Data,51,43
2011-03,Generated Data,50,43
2011-03,Generated Data,47.4,48.6
2011-03,Generated Data,48.5,42.5
2011-03,Generated Data,48.6,42.4
2011-03,Generated Data,50.1,41.9
2011-03,Generated Data,50.9,43.1
2011-03,Generated Data,39.3,39.7
2011-03,Generated Data,55.4,32.1
2011-03,Generated Data,47.1,46.4
2011-03,Generated Data,40.8,58.7
2011-03,Generated Data,52.4,40.6
2011-03,Generated Data,50.7,43.3
2011-03,Generated Data,47.7,43.3
2011-03,Generated Data,44.5,49
2011-03,Generated Data,37.6,53.4
2011-03,Generated Data,46.7,40.8
2011-03,Generated Data,47.9,43.6
2011-03,Generated Data,49.2,44.8
2011-03,Generated Data,38.4,57.1
2011-03,Generated Data,48.2,43.3
2011-03,Generated Data,49.8,44.2
2011-03,Generated Data,44.5,47.5
2011-03,Generated Data,60.3,35.7
2011-03,Generated Data,57.5,35.5
2011-03,Generated Data,51.5,44.5
2011-03,Generated Data,42.5,36.5
2011-03,Generated Data,42.7,50.3
2011-03,Generated Data,45.3,45.7
2011-03,Generated Data,53.6,42.4
2011-03,Generated Data,48.5,44.5
2011-03,Generated Data,34.3,55.2
2011-03,Generated Data,47.2,43.8
2011-03,Generated Data,35,59.5
2011-03,Generated Data,58.3,39.7
2011-03,Generated Data,44.3,51.7
2011-03,Generated Data,54.7,37.3
2011-03,Generated Data,44.1,48.4
2011-03,Generated Data,48.8,50.2
2011-03,Generated Data,41.1,53.4
2011-03,Generated Data,51.8,40.7
2011-03,Generated Data,46.6,45.4
2011-03,Generated Data,55.2,42.8
2011-03,Generated Data,44.9,47.1
2011-03,Generated Data,40.8,58.7
2011-03,Generated Data,59.1,34.9
2011-03,Generated Data,46.3,47.7
2011-03,Generated Data,41.1,50.4
2011-03,Generated Data,42.9,36.1
2011-03,Generated Data,42.5,56.5
2011-03,Generated Data,34.9,64.6
2011-03,Generated Data,42.9,48.6
2011-03,Generated Data,46.8,46.2
2011-03,Generated Data,42.9,48.1
2011-03,Generated Data,38.5,53.5
2011-03,Generated Data,50,44
2011-03,Generated Data,41.2,48.3
2011-03,Generated Data,50.4,37.1
2011-03,Generated Data,52.1,26.9
2011-03,Generated Data,47.5,48.5
2011-03,Generated Data,52,42
2011-03,Generated Data,38.6,56.9
2011-03,Generated Data,56.9,41.1
2011-03,Generated Data,52.8,39.2
2011-03,Generated Data,44.7,46.3
2011-03,Generated Data,45.7,46.8
2011-03,Generated Data,36,55.5
2011-03,Generated Data,49.8,49.7
2011-03,Generated Data,49,38.5
2011-03,Generated Data,46.8,46.2
2011-03,Generated Data,36.9,54.6
2011-03,Generated Data,53.1,40.9
2011-03,Generated Data,38.4,54.1
2011-03,Generated Data,57.8,38.2
2011-03,Generated Data,33.7,58.3
2011-03,Generated Data,47.1,45.4
2011-03,Generated Data,44.9,48.6
2011-03,Generated Data,37.3,58.2
2011-03,Generated Data,49.7,46.3
2011-03,Generated Data,54.9,36.1
2011-03,Generated Data,42.9,44.6
2011-03,Generated Data,42.5,48.5
2011-03,Generated Data,37.9,53.6
2011-03,Generated Data,49.7,42.8
2011-03,Generated Data,45.5,42
2011-03,Generated Data,54.2,44.8
2011-03,Generated Data,48.6,43.4
2011-03,Generated Data,54.5,38.5
2011-03,Generated Data,48.2,45.8
2011-03,Generated Data,35.2,55.8
2011-03,Generated Data,46.6,45.4
2011-03,Generated Data,40,54.5
2011-03,Generated Data,51,43
2011-03,Generated Data,59.5,36.5
2011-03,Generated Data,49.1,49.9
2011-03,Generated Data,48.7,44.8
2011-03,Generated Data,44.8,54.2
2011-03,Generated Data,46.2,46.8
2011-03,Generated Data,52,39
2011-03,Generated Data,59.8,32.2
2011-03,Generated Data,47.3,48.7
2011-03,Generated Data,52.2,35.3
2011-03,Generated Data,50,42
2011-03,Generated Data,42.3,47.2
2011-03,Generated Data,54.7,38.3
2011-03,Generated Data,39.1,53.9
2011-03,Generated Data,46.4,48.1
2011-03,Generated Data,52.1,43.9
2011-03,Generated Data,48.8,44.2
2011-03,Generated Data,35,57
2011-03,Generated Data,38.3,54.7
2011-03,Generated Data,44.4,48.1
2011-03,Generated Data,46.3,49.2
2011-03,Generated Data,41.1,50.9
2011-03,Generated Data,49.8,42.2
2011-03,Generated Data,42.1,57.4
2011-03,Generated Data,48.3,47.7
2011-03,Generated Data,57.2,35.8
2011-03,Generated Data,46.4,52.6
2011-03,Generated Data,42.5,50.5
2011-03,Generated Data,51.5,42
2011-03,Generated Data,39.3,50.2
2011-03,Generated Data,45.2,46.3
2011-03,Generated Data,43,56
2011-03,Generated Data,40.5,55.5
2011-03,Generated Data,39.6,51.9
2011-03,Generated Data,46.5,52.5
2011-03,Generated Data,51.6,44.4
2011-03,Generated Data,35,61
2011-03,Generated Data,53.1,42.9
2011-03,Generated Data,39.4,52.6
2011-03,Generated Data,48.3,44.7
2011-03,Generated Data,50.7,42.3
2011-03,Generated Data,51.7,40.3
2011-03,Generated Data,39.3,55.2
2011-03,Generated Data,50.3,43.7
2011-03,Generated Data,51.9,41.1
2011-03,Generated Data,39.1,50.4
2011-03,Generated Data,49.2,43.3
2011-03,Generated Data,43,56
2011-03,Generated Data,39.9,55.6
2011-03,Generated Data,52,44
2011-03,Generated Data,35.9,56.6
2011-03,Generated Data,48.7,45.8
2011-03,Generated Data,46.7,47.3
2011-03,Generated Data,48.2,44.3
2011-03,Generated Data,37,54.5
2011-03,Generated Data,39.8,55.7
2011-03,Generated Data,49.2,46.8
2011-03,Generated Data,43.7,35.3
2011-03,Generated Data,45.6,46.9
2011-03,Generated Data,55,39
2011-03,Generated Data,48.9,42.1
2011-03,Generated Data,41.4,49.6
2011-03,Generated Data,42.5,49.5
2011-03,Generated Data,38.8,40.2
2011-03,Generated Data,39.7,54.8
2011-03,Generated Data,41.9,52.6
2011-03,Generated Data,45,49
2011-03,Generated Data,41.7,51.3
2011-03,Generated Data,39.2,53.3
2011-03,Generated Data,38.3,53.7
2011-03,Generated Data,43,56.5
2011-03,Generated Data,45.7,47.3
2011-03,Reason/Rupe,43,36
2011-03,Generated Data,43.1,49.4
2011-03,Generated Data,43.3,48.7
2011-03,Generated Data,44.3,34.7
2011-03,Generated Data,43.8,55.2
2011-03,Generated Data,43.2,44.3
2011-03,Generated Data,36.7,54.8
2011-03,Generated Data,47.5,31.5
2011-03,Generated Data,53,43
2011-03,Generated Data,53,41
2011-03,Generated Data,42,51
2011-03,Generated Data,39.1,52.9
2011-03,Generated Data,49.3,46.7
2011-03,Generated Data,41.6,49.9
2011-03,Generated Data,44.6,54.9
2011-03,Generated Data,49.5,44.5
2011-03,Generated Data,43.1,47.9
2011-03,Generated Data,40.3,47.2
2011-03,Generated Data,43.2,48.8
2011-03,Generated Data,46.2,44.8
2011-03,Generated Data,50.3,42.7
2011-03,Generated Data,38.3,53.7
2011-03,Generated Data,51,41
2011-03,Generated Data,48.5,45.5
2011-03,Generated Data,51.3,41.7
2011-03,Generated Data,37.8,61.7
2011-03,Generated Data,51.7,47.3
2011-03,Generated Data,46.1,47.9
2011-03,Generated Data,43.9,47.1
2011-03,Generated Data,53.8,40.2
2011-03,Generated Data,39.3,52.2
2011-03,Generated Data,45.7,50.3
2011-03,Generated Data,46.9,45.1
2011-03,Generated Data,55.9,36.1
2011-03,Generated Data,45.1,53.9
2011-03,Generated Data,46,47.5
2011-03,Generated Data,44.3,48.2
2011-03,Generated Data,44,47.5
2011-03,Generated Data,40.2,51.3
2011-03,Generated Data,42.1,53.9
2011-03,Generated Data,41.5,53
2011-03,Generated Data,54.1,43.9
2011-03,Generated Data,43.7,48.8
2011-03,Generated Data,42.5,53
2011-03,Generated Data,47.7,50.3
2011-03,Generated Data,40.7,48.8
2011-03,Generated Data,50.8,43.2
2011-03,Generated Data,55.4,37.1
2011-03,Generated Data,40.4,55.1
2011-03,Generated Data,51.8,40.7
2011-03,Generated Data,54.1,39.9
2011-03,Generated Data,66,32
2011-03,Generated Data,47.1,48.4
2011-03,Generated Data,41.7,37.3
2011-03,Generated Data,51.3,44.7
2011-03,Generated Data,48.7,42.3
2011-03,Generated Data,37.7,53.3
2011-03,Generated Data,55.2,40.8
2011-03,Generated Data,41.4,52.6
2011-03,Generated Data,40.3,58.7
2011-03,Generated Data,49,44
2011-03,Generated Data,50,29
2011-03,Generated Data,47.4,46.1
2011-03,Generated Data,47.2,47.3
2011-03,Generated Data,47.8,31.2
2011-03,Generated Data,36.7,52.8
2011-03,Generated Data,43.3,50.7
2011-03,Generated Data,46.4,44.6
2011-03,Generated Data,55.3,42.7
2011-03,Generated Data,42.7,49.3
2011-03,Generated Data,51.5,41
2011-03,Generated Data,48.6,47.4
2011-03,Generated Data,52.2,35.3
2011-03,Generated Data,39,52
2011-03,Generated Data,42.6,48.4
2011-03,Generated Data,47.8,46.2
2011-03,Generated Data,53.3,42.7
2011-03,Generated Data,45.2,47.3
2011-03,Generated Data,42.1,52.4
2011-03,Generated Data,47.5,46.5
2011-03,Generated Data,45,49.5
2011-03,Generated Data,45.8,46.7
2011-03,Generated Data,42.1,52.4
2011-03,Generated Data,42.3,50.7
2011-03,Generated Data,52.2,43.3
2011-03,Generated Data,50.1,40.9
2011-03,Generated Data,45.5,49
2011-03,Generated Data,50.8,40.2
2011-03,Generated Data,37.8,53.7
2011-03,Generated Data,33.5,66
2011-03,Generated Data,41.3,50.2
2011-03,Generated Data,48.2,46.3
2011-03,Generated Data,44.8,47.2
2011-03,Generated Data,48.1,43.9
2011-03,Generated Data,39.6,39.4
2011-03,Generated Data,42.2,50.8
2011-03,Generated Data,44.7,54.3
2011-03,Generated Data,43.9,50.6
2011-03,Generated Data,49.7,48.3
2011-03,Generated Data,52.5,45.5
2011-03,Generated Data,43.8,55.7
2011-03,Generated Data,40.7,51.8
2011-03,Generated Data,45.3,44.2
2011-03,Generated Data,40.3,55.2
2011-03,Generated Data,46.3,49.7
2011-03,Generated Data,62.1,35.9
2011-03,Generated Data,48.4,42.6
2011-03,Generated Data,35.5,56.5
2011-03,Generated Data,41.4,49.6
2011-03,Generated Data,47,49
2011-03,Generated Data,42.3,53.7
2011-03,Generated Data,62,34
2011-03,Generated Data,42.5,53
2011-03,Generated Data,49.4,43.1
2011-03,Generated Data,40,59.5
2011-03,Generated Data,52.7,38.3
2011-03,Generated Data,56.1,39.4
2011-03,Generated Data,44.2,47.8
2011-03,Generated Data,51.3,46.7
2011-03,Generated Data,43.5,49.5
2011-03,FOX,48,44
2011-03,Generated Data,42.8,48.7
2011-03,Generated Data,57,39
2011-03,Generated Data,57.4,40.6
2011-03,Generated Data,49.8,44.2
2011-03,Generated Data,43.7,49.3
2011-03,Generated Data,46.7,45.8
2011-03,Generated Data,41.5,37.5
2011-03,Generated Data,36.3,42.7
2011-03,Generated Data,47.5,46
2011-03,NBC/WSJ,49,45
2011-03,Generated Data,40.2,52.8
2011-03,Generated Data,48.9,43.6
2011-03,Generated Data,39.1,60.4
2011-03,Generated Data,35.8,55.2
2011-03,Generated Data,43.4,49.6
2011-03,Generated Data,47.4,51.6
2011-03,Generated Data,50,42
2011-03,Generated Data,40.1,55.9
2011-03,Generated Data,41.7,52.8
2011-03,Generated Data,49.2,40.3
2011-03,Generated Data,37.5,57
2011-03,Generated Data,53.2,40.3
2011-03,Generated Data,50.3,43.2
2011-03,Generated Data,47.5,44.5
2011-03,Generated Data,44.8,42.7
2011-03,Generated Data,44.6,49.4
2011-03,Generated Data,61.7,36.3
2011-03,Generated Data,53.2,38.8
2011-03,Generated Data,48.9,43.1
2011-03,Generated Data,39.1,39.9
2011-03,Generated Data,38.2,61.3
2011-03,Generated Data,41.7,37.3
2011-03,Generated Data,57.2,38.8
2011-03,Generated Data,47.4,46.1
2011-03,Generated Data,49.5,44.5
2011-03,Generated Data,38.1,60.9
2011-03,Generated Data,41.7,52.3
2011-03,Generated Data,48.5,45.5
2011-03,Generated Data,35.2,57.8
2011-03,Generated Data,44.4,47.6
2011-03,Generated Data,46.5,51.5
2011-03,Generated Data,43.6,49.4
2011-03,Generated Data,49.7,42.8
2011-03,Generated Data,43.1,35.9
2011-03,Generated Data,39,50.5
2011-03,Generated Data,45.7,49.8
2011-03,Generated Data,49,43
2011-03,Generated Data,43.3,54.7
2011-03,Generated Data,53.6,44.4
2011-03,Generated Data,49.5,43
2011-03,Generated Data,42.9,46.6
2011-03,Generated Data,37.7,54.3
2011-03,Generated Data,48.7,44.8
2011-03,CNN,48,48
2011-03,Generated Data,32.9,59.1
2011-03,Generated Data,51.3,42.2
2011-03,Generated Data,49.5,50
2011-03,Generated Data,55.5,37.5
2011-03,Generated Data,44.2,49.3
2011-03,Generated Data,36.3,56.7
2011-03,Generated Data,48.3,46.2
2011-03,Generated Data,52.1,40.9
2011-03,Generated Data,56.6,34.9
2011-03,Generated Data,40.4,50.6
2011-03,Generated Data,49,44.5
2011-03,Generated Data,37,62.5
2011-03,Generated Data,39.3,53.7
2011-03,Generated Data,44.8,34.2
2011-03,Generated Data,41,51.5
2011-03,Generated Data,39.9,49.6
2011-03,Generated Data,52.8,34.7
2011-03,Generated Data,41.7,57.8
2011-03,Generated Data,50.9,48.6
2011-03,Generated Data,39.8,49.7
2011-03,Generated Data,45.5,50.5
2011-03,Generated Data,36.5,54.5
2011-03,Generated Data,38,51.5
2011-03,Generated Data,46.4,47.6
2011-03,Generated Data,39.5,48
2011-03,Generated Data,51.6,42.4
2011-03,Generated Data,46.9,46.1
2011-03,Generated Data,44.8,42.7
2011-03,Generated Data,45.1,54.4
2011-03,Generated Data,42.3,51.2
2011-03,Generated Data,51.7,39.3
2011-03,Generated Data,45.8,43.7
2011-03,Generated Data,39.9,39.1
2011-03,Generated Data,56.2,37.8
2011-03,Generated Data,55.6,23.4
2011-03,Generated Data,44.5,34.5
2011-03,Generated Data,45.1,45.9
2011-03,Generated Data,42.3,50.7
2011-03,Generated Data,40.1,54.4
2011-03,Generated Data,54.1,43.9
2011-03,Generated Data,45.8,45.2
2011-03,Generated Data,48,44
2011-03,Generated Data,45.5,45.5
2011-03,Generated Data,36.1,42.9
2011-03,Generated Data,45.7,47.3
2011-03,Generated Data,44.2,47.8
2011-03,Generated Data,53.5,44.5
2011-03,Generated Data,46.2,52.8
2011-03,Generated Data,50,43
2011-03,Generated Data,48.2,45.8
2011-03,Generated Data,45.1,47.9
2011-03,Generated Data,39.6,52.4
2011-03,Generated Data,37.5,54.5
2011-03,Generated Data,48,31
2011-03,Generated Data,42.8,50.7
2011-03,Generated Data,50.6,48.4
2011-03,Generated Data,47.8,46.7
2011-03,Generated Data,50.5,48.5
2011-03,Generated Data,41.5,50.5
2011-03,Generated Data,39.1,51.9
2011-03,Generated Data,55.3,38.7
2011-03,Generated Data,57.1,30.4
2011-03,Generated Data,41.7,50.3
2011-03,Generated Data,48.6,47.4
2011-03,Generated Data,47.8,44.2
2011-03,Fairleigh Dickinson,41.5,50.5
2011-03,Generated Data,47.9,43.1
2011-03,Generated Data,46.4,45.6
2011-03,Generated Data,46.9,51.1
2011-03,Generated Data,41.9,45.6
2011-03,Generated Data,48.6,38.9
2011-03,Generated Data,46.3,44.7
2011-03,Generated Data,50.2,49.3
2011-03,Generated Data,48.2,49.8
2011-03,Generated Data,41.1,57.9
2011-03,Generated Data,35.8,53.7
2011-03,Generated Data,52.1,45.9
2011-03,Generated Data,45.8,43.7
2011-03,Generated Data,45.9,47.1
2011-03,Generated Data,42.7,51.8
2011-03,Generated Data,46.4,44.6
2011-03,Generated Data,47.1,46.9
2011-03,Generated Data,49.9,43.1
2011-03,Generated Data,46.9,46.6
2011-03,Generated Data,48.9,47.1
2011-03,Generated Data,51.8,42.7
2011-03,Generated Data,46.3,44.7
2011-03,Generated Data,52.4,43.6
2011-03,Generated Data,51.1,40.9
2011-03,Generated Data,43.5,51
2011-03,ABC/Post,51,45
2011-03,Generated Data,41.9,37.1
2011-03,Generated Data,46,47.5
2011-03,Generated Data,41.5,52.5
2011-03,Generated Data,56.6,30.9
2011-03,Generated Data,44,45.5
2011-03,Generated Data,44,49
2011-03,Generated Data,40.2,59.3
2011-03,Generated Data,47.1,46.9
2011-03,Generated Data,38.2,54.8
2011-03,Generated Data,41.2,50.8
2011-03,Generated Data,47.5,43.5
2011-03,Generated Data,51.3,41.2
2011-03,Generated Data,40.3,54.2
2011-03,Generated Data,45.2,48.8
2011-03,Generated Data,47.1,43.9
2011-03,Generated Data,46.1,52.9
2011-03,Generated Data,41.6,37.4
2011-03,Generated Data,53.1,42.9
2011-03,Generated Data,52.5,43.5
2011-03,Generated Data,47.5,48
2011-03,Generated Data,40.8,52.2
2011-03,AP-GFK,53,45
2011-03,Generated Data,59,32
2011-03,Generated Data,41,58.5
2011-03,Generated Data,41.7,51.3
2011-03,Generated Data,54.3,45.2
2011-03,Generated Data,42.7,50.8
2011-03,Generated Data,38.5,51
2011-03,Generated Data,33.7,58.3
2011-03,Generated Data,40.8,54.7
2011-03,Generated Data,44.2,49.8
2011-03,Generated Data,60.2,35.8
2011-03,Generated Data,48.2,43.8
2011-03,Generated Data,34.6,56.9
2011-03,Generated Data,48.7,44.3
2011-03,Generated Data,42.6,56.4
2011-03,Generated Data,46.1,47.4
2011-03,Generated Data,39.5,52
2011-03,Generated Data,41.6,52.9
2011-03,Generated Data,38.2,61.3
2011-03,Generated Data,43.2,48.8
2011-03,Generated Data,45.7,47.8
2011-03,Generated Data,53,46.5
2011-03,Generated Data,41.5,52.5
2011-03,Generated Data,58.5,37.5
2011-03,Generated Data,31.8,61.2
2011-03,Generated Data,58.2,34.8
2011-03,Generated Data,38.4,53.1
2011-03,Generated Data,42.3,51.2
2011-03,Generated Data,60.4,35.6
2011-03,Generated Data,38,53
2011-03,Generated Data,45.1,42.4
2011-03,Generated Data,51.6,47.4
2011-03,Generated Data,42.6,44.9
2011-03,Pew,44.5,46.5
2011-03,Generated Data,42.6,51.4
2011-03,Generated Data,45.9,53.6
2011-03,Generated Data,44.5,55
2011-03,Generated Data,51.4,44.6
2011-03,Generated Data,54.5,41.5
2011-03,Generated Data,46.8,45.2
2011-03,Generated Data,44.7,42.8
2011-03,Generated Data,48,44
2011-03,Generated Data,50.7,42.8
2011-03,Generated Data,50.5,42.5
2011-03,Generated Data,36.3,53.2
2011-03,Generated Data,41.8,45.7
2011-03,Generated Data,43.1,50.4
